fecha,id_cliente,id_producto,unidades,precio_unitario
2025-11-01,1159,38.0,3,84.49
2025-11-01,1117,30.0,4,23.38
2025-11-01,1110,18.0,8,121.07
2025-11-01,1077,23.0,1,37.67
2025-11-01,1096,8.0,2,76.3
2025-11-01,1810,,6,
2025-11-01,1719,44.0,2,81.74
2025-11-01,1791,46.0,4,9.43
2025-11-01,1250,49.0,1,72.06
2025-11-01,1303,20.0,4,92.49
2025-11-01,1724,25.0,8,139.16
2025-11-01,1499,22.0,7,55.42
2025-11-01,1697,48.0,9,134.6
2025-11-01,1721,15.0,3,62.34
2025-11-01,1061,7.0,4,49.03
2025-11-01,1894,27.0,5,56.81
2025-11-01,1427,38.0,9,78.85
2025-11-01,1701,11.0,4,47.07
2025-11-01,1543,43.0,5,80.08
2025-11-01,1374,27.0,1,84.46
2025-11-01,1674,30.0,9,68.94
2025-11-01,1436,40.0,2,55.34
2025-11-01,1524,26.0,3,46.49
2025-11-01,1753,34.0,4,28.5
2025-11-01,1769,1.0,7,38.59
2025-11-01,1388,43.0,4,115.99
2025-11-01,1249,19.0,5,60.79
2025-11-01,1358,37.0,7,65.71
2025-11-01,1587,15.0,6,142.2
2025-11-01,1362,27.0,8,24.32
2025-11-01,1754,25.0,4,36.37
2025-11-01,1653,45.0,4,111.12
2025-11-01,1333,49.0,7,105.48
2025-11-01,1894,36.0,8,17.14
2025-11-01,1631,3.0,1,67.88
2025-11-01,1491,12.0,6,110.08
2025-11-01,1804,38.0,2,124.24
2025-11-01,1804,48.0,9,83.15
2025-11-01,1211,13.0,2,108.94
2025-11-01,1909,49.0,4,95.67
2025-11-01,1213,5.0,8,77.93
2025-11-01,1389,45.0,3,19.44
2025-11-01,1919,41.0,2,73.14
2025-11-01,1582,48.0,7,101.3
2025-11-01,1586,41.0,7,124.93
2025-11-01,1162,45.0,6,111.18
2025-11-01,1657,41.0,1,130.56
2025-11-01,1961,5.0,1,18.13
2025-11-01,1461,38.0,1,102.79
2025-11-01,1063,,3,
2025-11-01,1397,13.0,8,116.11
2025-11-01,1173,1.0,9,71.23
2025-11-01,1039,31.0,9,58.07
2025-11-01,1674,25.0,8,84.32
2025-11-01,1217,43.0,3,71.92
2025-11-01,1622,14.0,3,112.25
2025-11-01,1557,26.0,8,144.28
2025-11-01,1762,43.0,9,68.81
2025-11-01,1892,35.0,5,57.79
2025-11-01,1142,28.0,8,63.39
2025-11-01,1818,48.0,1,135.48
2025-11-01,1494,6.0,8,38.8
2025-11-01,1327,37.0,6,60.04
2025-11-01,1672,10.0,1,99.26
2025-11-01,1739,17.0,4,93.45
2025-11-01,1905,17.0,1,98.53
2025-11-01,1094,17.0,7,62.06
2025-11-01,1089,18.0,8,106.85
2025-11-01,1138,22.0,6,54.7
2025-11-01,1747,36.0,5,10.69
2025-11-01,1878,41.0,9,102.4
2025-11-01,1706,48.0,9,44.65
2025-11-01,1008,21.0,7,52.24
2025-11-01,1216,49.0,1,73.25
2025-11-01,1550,20.0,4,122.67
2025-11-01,1957,17.0,9,23.32
2025-11-01,1005,17.0,4,145.53
2025-11-01,1669,17.0,3,30.68
2025-11-01,1239,6.0,7,117.44
2025-11-01,1261,13.0,3,117.64
2025-11-01,1926,18.0,7,83.22
2025-11-01,1645,34.0,5,37.96
2025-11-01,1569,19.0,-5,36.35
2025-11-01,1383,26.0,0,50.02
2025-11-01,1319,16.0,5,35.95
2025-11-01,99999,46.0,1,75.32
2025-11-01,1342,30.0,7,102.34
2025-11-01,1871,20.0,4,45.12
2025-11-01,1483,36.0,3,130.75
2025-11-01,1580,21.0,8,146.91
2025-11-01,1250,8.0,2,59.54
2025-11-01,1624,45.0,2,98.52
2025-11-01,1340,19.0,6,43.18
2025-11-01,1273,14.0,6,117.75
2025-11-01,1371,33.0,2,45.52
2025-11-01,1618,49.0,7,35.46
2025-11-01,1790,48.0,6,10.26
2025-11-01,1875,14.0,3,21.11
2025-11-01,1336,1.0,9,5.28
2025-11-01,1334,42.0,4,101.35
2025-11-01,1958,43.0,9,108.64
2025-11-01,1203,17.0,6,87.06
2025-11-01,1883,4.0,6,48.08
2025-11-01,1358,12.0,3,123.69
