fecha,id_cliente,id_producto,unidades,precio_unitario
2025-10-21,1437,34.0,1,114.93
2025-10-21,1994,15.0,4,105.3
2025-10-21,1706,24.0,3,75.31
2025-10-21,1812,40.0,8,50.15
2025-10-21,1684,36.0,1,29.03
2025-10-21,1404,29.0,9,13.63
2025-10-21,1375,32.0,3,78.11
2025-10-21,1721,46.0,7,127.12
2025-10-21,1357,1.0,1,98.47
2025-10-21,1064,28.0,9,22.38
2025-10-21,1710,44.0,9,56.08
2025-10-21,1382,12.0,1,124.71
2025-10-21,1151,19.0,3,119.14
2025-10-21,1969,24.0,8,57.08
2025-10-21,1833,26.0,6,88.69
2025-10-21,1520,39.0,7,11.87
2025-10-21,1460,13.0,8,76.08
2025-10-21,1068,12.0,1,43.31
2025-10-21,1776,26.0,2,21.77
2025-10-21,1155,17.0,5,56.32
2025-10-21,1435,29.0,9,31.79
2025-10-21,1938,12.0,6,23.87
2025-10-21,1310,17.0,6,119.5
2025-10-21,1477,2.0,7,90.96
2025-10-21,1060,47.0,6,38.7
2025-10-21,1844,38.0,8,13.18
2025-10-21,1796,11.0,2,72.45
2025-10-21,1365,45.0,4,76.55
2025-10-21,1480,28.0,2,106.93
2025-10-21,1359,9.0,2,69.71
2025-10-21,1796,39.0,6,14.84
2025-10-21,1852,29.0,6,76.46
2025-10-21,1303,43.0,7,101.68
2025-10-21,1440,,2,
2025-10-21,1203,45.0,5,100.48
2025-10-21,1105,20.0,9,107.53
2025-10-21,1433,24.0,9,45.04
2025-10-21,1604,41.0,9,89.99
2025-10-21,1477,12.0,0,72.91
2025-10-21,1027,29.0,7,85.56
2025-10-21,1961,20.0,3,-99.05
2025-10-21,1474,27.0,9,130.12
2025-10-21,1841,46.0,7,97.2
2025-10-21,1445,16.0,6,50.75
2025-10-21,1310,17.0,2,81.55
2025-10-21,1926,23.0,7,8.81
2025-10-21,1566,44.0,7,78.49
2025-10-21,1530,17.0,6,99.74
2025-10-21,1636,6.0,6,130.32
2025-10-21,1973,39.0,3,57.51
2025-10-21,1330,14.0,2,68.6
2025-10-21,1675,6.0,2,21.27
2025-10-21,1868,9.0,9,33.87
2025-10-21,1515,12.0,7,60.69
2025-10-21,1486,31.0,5,139.43
2025-10-21,1289,19.0,9,60.91
2025-10-21,1779,10.0,7,13.2
2025-10-21,1705,28.0,1,92.11
2025-10-21,1795,41.0,3,35.2
2025-10-21,1306,4.0,9,95.92
2025-10-21,1367,6.0,3,39.43
2025-10-21,1306,47.0,5,122.04
2025-10-21,1652,6.0,8,26.69
2025-10-21,1059,33.0,2,14.87
2025-10-21,1766,39.0,8,21.69
2025-10-21,1934,5.0,4,112.17
2025-10-21,1337,44.0,5,49.87
2025-10-21,1298,36.0,6,123.71
2025-10-21,1983,31.0,2,129.17
2025-10-21,1545,36.0,2,132.66
2025-10-21,1289,30.0,8,126.67
2025-10-21,1523,11.0,1,27.59
2025-10-21,1885,48.0,4,134.57
2025-10-21,1536,26.0,9,133.41
2025-10-21,1506,30.0,4,133.28
2025-10-21,1211,36.0,3,138.49
2025-10-21,1384,41.0,8,71.27
2025-10-21,1194,17.0,9,104.08
2025-10-21,,12.0,7,15.79
2025-10-21,1065,6.0,2,139.45
2025-10-21,1804,27.0,1,87.73
2025-10-21,1381,44.0,3,19.78
2025-10-21,1037,4.0,2,60.81
2025-10-21,1436,24.0,1,140.23
2025-10-21,1580,34.0,5,117.48
2025-10-21,1287,22.0,6,36.76
2025-10-21,1657,42.0,9,142.86
2025-10-21,1176,39.0,6,99.83
2025-10-21,1747,2.0,3,115.58
2025-10-21,1456,35.0,6,31.69
2025-10-21,1204,4.0,4,64.61
2025-10-21,1305,27.0,8,133.0
2025-10-21,1282,28.0,5,32.31
2025-10-21,1584,22.0,3,32.06
2025-10-21,1130,22.0,3,81.26
2025-10-21,1253,43.0,7,40.13
2025-10-21,1864,49.0,1,71.98
2025-10-21,1568,29.0,1,144.82
2025-10-21,1034,43.0,5,88.81
2025-10-21,1660,17.0,8,13.1
2025-10-21,1082,47.0,3,143.37
2025-10-21,1790,35.0,5,64.91
2025-10-21,1533,49.0,9,18.69
2025-10-21,1856,6.0,3,46.55
2025-10-21,1859,33.0,2,62.46
2025-10-21,1981,25.0,4,10.23
2025-10-21,99999,7.0,2,130.66
2025-10-21,1912,45.0,6,98.51
2025-10-21,1851,32.0,4,87.88
2025-10-21,1129,8.0,9,36.77
2025-10-21,1132,38.0,1,133.61
2025-10-21,1475,16.0,7,-13.3
2025-10-21,1649,30.0,3,108.48
2025-10-21,1271,7.0,9,18.03
2025-10-21,1632,47.0,2,46.83
2025-10-21,1262,3.0,4,119.33
2025-10-21,1183,36.0,2,31.23
2025-10-21,1749,34.0,6,81.33
2025-10-21,1504,25.0,8,39.54
