fecha,id_cliente,id_producto,unidades,precio_unitario
2025-10-15,1653,15.0,9,25.95
2025-10-15,1611,22.0,1,50.66
2025-10-15,1587,27.0,6,19.94
2025-10-15,1884,36.0,7,49.09
2025-10-15,1580,1.0,7,66.15
2025-10-15,1223,36.0,5,130.33
2025-10-15,1518,4.0,7,60.79
2025-10-15,1215,12.0,5,64.64
2025-10-15,1207,40.0,7,19.87
2025-10-15,1622,34.0,9,113.88
2025-10-15,1689,20.0,9,133.13
2025-10-15,1334,2.0,3,51.1
2025-10-15,1104,13.0,3,145.51
2025-10-15,1050,13.0,7,149.94
2025-10-15,1453,15.0,5,38.96
2025-10-15,1862,47.0,3,69.17
2025-10-15,1452,13.0,7,26.12
2025-10-15,1822,7.0,8,13.54
2025-10-15,1107,19.0,6,96.31
2025-10-15,1627,22.0,4,18.03
2025-10-15,1116,17.0,1,53.72
2025-10-15,1470,4.0,2,55.79
2025-10-15,1603,34.0,7,93.46
2025-10-15,1752,4.0,1,92.31
2025-10-15,1139,17.0,8,15.38
2025-10-15,1797,13.0,0,25.28
2025-10-15,1642,1.0,3,63.09
2025-10-15,1795,28.0,2,9.04
2025-10-15,1269,47.0,6,132.8
2025-10-15,1262,32.0,1,87.26
2025-10-15,1176,12.0,9,11.37
2025-10-15,1461,14.0,1,60.21
2025-10-15,1870,7.0,5,49.72
2025-10-15,1671,2.0,7,47.09
2025-10-15,1908,24.0,2,54.98
2025-10-15,1648,19.0,2,116.89
2025-10-15,1686,45.0,8,85.8
2025-10-15,1114,3.0,2,9.8
2025-10-15,1625,25.0,7,81.87
2025-10-15,1587,24.0,8,116.96
2025-10-15,1736,28.0,6,32.03
2025-10-15,1577,2.0,8,113.95
2025-10-15,1799,19.0,9,102.67
2025-10-15,1789,22.0,2,-73.38
2025-10-15,1746,38.0,9,55.94
2025-10-15,1470,,2,
2025-10-15,1219,20.0,8,88.71
2025-10-15,1273,29.0,7,76.33
2025-10-15,1110,36.0,5,88.41
2025-10-15,1379,3.0,7,124.56
