fecha,id_cliente,id_producto,unidades,precio_unitario
2025-10-31,1726,39.0,5,34.47
2025-10-31,1444,30.0,8,9.63
2025-10-31,1312,6.0,5,135.69
2025-10-31,1167,25.0,7,119.76
2025-10-31,1359,23.0,4,50.76
2025-10-31,1622,12.0,8,49.61
2025-10-31,1387,7.0,6,12.02
2025-10-31,1706,38.0,5,52.28
2025-10-31,1862,21.0,3,58.24
2025-10-31,1666,19.0,1,96.95
2025-10-31,1379,27.0,8,127.22
2025-10-31,1557,47.0,8,61.79
2025-10-31,1155,6.0,5,45.99
2025-10-31,1630,33.0,4,58.86
2025-10-31,1600,46.0,3,94.97
2025-10-31,1343,28.0,7,124.52
2025-10-31,1831,21.0,2,23.35
2025-10-31,1442,45.0,3,12.28
2025-10-31,1770,24.0,1,70.69
2025-10-31,1602,38.0,4,45.11
2025-10-31,1474,31.0,9,30.11
2025-10-31,1308,25.0,5,91.08
2025-10-31,1613,38.0,6,74.51
2025-10-31,1896,44.0,7,147.47
2025-10-31,1059,40.0,5,80.17
2025-10-31,1133,41.0,7,50.52
2025-10-31,1039,49.0,5,56.64
2025-10-31,1454,29.0,9,78.21
2025-10-31,1651,23.0,2,46.26
2025-10-31,1081,35.0,6,145.73
2025-10-31,1941,42.0,8,11.18
2025-10-31,1169,16.0,5,9.41
2025-10-31,1119,13.0,8,79.29
2025-10-31,1374,6.0,8,80.86
2025-10-31,1319,7.0,-5,41.43
2025-10-31,1133,30.0,5,144.18
2025-10-31,1299,18.0,8,60.36
2025-10-31,1203,5.0,6,61.31
2025-10-31,1438,27.0,1,-71.86
2025-10-31,1012,2.0,8,102.07
2025-10-31,1941,5.0,6,109.78
2025-10-31,1901,34.0,4,36.61
2025-10-31,1954,47.0,3,124.06
2025-10-31,1491,2.0,8,96.48
2025-10-31,1656,43.0,2,132.86
2025-10-31,1705,44.0,5,33.03
2025-10-31,1758,12.0,7,5.3
2025-10-31,1832,1.0,7,140.69
2025-10-31,1172,45.0,3,12.44
2025-10-31,1368,16.0,1,145.42
2025-10-31,1716,24.0,2,6.41
2025-10-31,1469,11.0,3,113.22
2025-10-31,1054,12.0,8,70.01
2025-10-31,1859,49.0,7,111.69
2025-10-31,1223,28.0,2,94.29
2025-10-31,1251,28.0,6,92.58
2025-10-31,1391,6.0,9,82.82
2025-10-31,1691,26.0,1,26.95
2025-10-31,1048,22.0,9,142.19
2025-10-31,1314,47.0,1,89.65
2025-10-31,1151,,6,
2025-10-31,1725,27.0,3,50.97
2025-10-31,1438,18.0,5,19.79
2025-10-31,,23.0,2,37.82
2025-10-31,1141,3.0,4,80.68
2025-10-31,1388,45.0,7,76.62
2025-10-31,1861,49.0,6,82.37
2025-10-31,1518,10.0,8,22.45
2025-10-31,1857,25.0,1,39.44
2025-10-31,1473,31.0,7,122.87
2025-10-31,1180,21.0,8,85.27
2025-10-31,1426,15.0,2,124.58
2025-10-31,1725,29.0,5,48.46
2025-10-31,1604,25.0,6,62.62
2025-10-31,1827,28.0,5,106.57
2025-10-31,1057,8.0,7,11.14
2025-10-31,1627,33.0,1,13.64
2025-10-31,1805,20.0,2,101.31
2025-10-31,1914,28.0,7,60.94
2025-10-31,1060,40.0,6,46.44
2025-10-31,1869,32.0,1,87.86
2025-10-31,1136,1.0,2,88.37
2025-10-31,1926,27.0,8,32.17
2025-10-31,1720,13.0,1,50.96
2025-10-31,1684,48.0,6,95.61
2025-10-31,1966,19.0,2,91.17
2025-10-31,1046,19.0,6,132.12
2025-10-31,1762,41.0,1,138.92
2025-10-31,1303,15.0,3,70.65
2025-10-31,1203,39.0,8,44.68
2025-10-31,1124,9.0,1,82.97
2025-10-31,1612,40.0,3,100.05
2025-10-31,1892,24.0,2,142.27
2025-10-31,1931,39.0,9,22.52
2025-10-31,1330,45.0,8,35.16
2025-10-31,1808,1.0,3,69.68
2025-10-31,1263,36.0,6,51.47
2025-10-31,1810,25.0,4,78.92
2025-10-31,1623,47.0,2,10.45
2025-10-31,1790,16.0,2,17.09
2025-10-31,1996,9.0,8,56.52
2025-10-31,1069,4.0,7,15.27
2025-10-31,1062,11.0,2,147.29
2025-10-31,1336,4.0,7,144.38
2025-10-31,1789,45.0,7,100.1
2025-10-31,1170,10.0,2,6.45
2025-10-31,1463,44.0,5,121.74
2025-10-31,1009,35.0,2,127.93
2025-10-31,1019,5.0,6,-67.37
2025-10-31,1204,28.0,1,61.43
2025-10-31,1877,10.0,6,134.59
2025-10-31,1916,38.0,8,28.23
2025-10-31,1862,20.0,7,146.68
2025-10-31,1319,10.0,4,72.4
2025-10-31,1398,26.0,5,71.43
2025-10-31,1949,10.0,5,39.44
2025-10-31,1896,27.0,-5,97.22
2025-10-31,1340,10.0,3,143.61
2025-10-31,1213,43.0,8,103.3
2025-10-31,1945,33.0,5,102.0
2025-10-31,1311,,3,
2025-10-31,1959,42.0,3,99.92
2025-10-31,1051,43.0,8,83.82
2025-10-31,,1.0,5,107.32
2025-10-31,1717,45.0,8,23.29
2025-10-31,1909,26.0,3,20.74
2025-10-31,1560,44.0,6,116.03
2025-10-31,1815,19.0,3,81.22
2025-10-31,1315,42.0,2,121.15
2025-10-31,1841,14.0,8,14.12
2025-10-31,1023,20.0,3,53.64
2025-10-31,1935,22.0,7,149.11
2025-10-31,1107,4.0,9,69.89
2025-10-31,1628,6.0,3,45.09
2025-10-31,1077,9.0,6,125.06
2025-10-31,1119,40.0,1,142.86
2025-10-31,1860,31.0,6,146.25
2025-10-31,1810,14.0,4,77.89
2025-10-31,1477,17.0,1,76.41
2025-10-31,1568,34.0,3,38.5
2025-10-31,1788,19.0,7,54.81
2025-10-31,1336,12.0,1,136.02
2025-10-31,1117,13.0,4,46.63
2025-10-31,1934,21.0,3,11.92
2025-10-31,1252,27.0,8,80.14
2025-10-31,1750,17.0,7,135.62
2025-10-31,1113,4.0,7,110.71
2025-10-31,1629,46.0,8,14.7
2025-10-31,1149,44.0,3,72.72
2025-10-31,1739,11.0,3,24.4
2025-10-31,1714,33.0,7,59.02
2025-10-31,1900,41.0,9,143.02
2025-10-31,1893,47.0,7,90.23
2025-10-31,1017,45.0,1,65.21
2025-10-31,1601,6.0,5,56.97
2025-10-31,1795,24.0,1,107.8
2025-10-31,1219,7.0,2,148.08
2025-10-31,1578,44.0,8,76.71
2025-10-31,1523,5.0,9,65.51
2025-10-31,1894,18.0,3,105.06
2025-10-31,1276,19.0,2,129.44
2025-10-31,1846,28.0,4,66.04
2025-10-31,1863,31.0,6,35.22
2025-10-31,1831,46.0,9,15.22
2025-10-31,1087,44.0,7,129.93
2025-10-31,1875,46.0,1,29.98
2025-10-31,1820,34.0,2,127.32
2025-10-31,1166,24.0,5,17.73
2025-10-31,1013,45.0,3,52.56
2025-10-31,1071,22.0,4,76.69
2025-10-31,1675,41.0,7,45.01
2025-10-31,1470,17.0,3,98.58
2025-10-31,1538,46.0,7,145.71
2025-10-31,1012,28.0,8,47.29
2025-10-31,1055,49.0,9,41.84
2025-10-31,1432,40.0,1,47.91
2025-10-31,1684,8.0,9,131.07
2025-10-31,1853,31.0,7,54.33
2025-10-31,1061,2.0,6,36.0
2025-10-31,1674,3.0,7,96.46
2025-10-31,1933,10.0,9,7.2
2025-10-31,1786,35.0,5,52.4
2025-10-31,1470,3.0,5,30.54
2025-10-31,1282,21.0,2,91.68
2025-10-31,1976,38.0,1,141.05
2025-10-31,1474,6.0,3,97.61
2025-10-31,1544,43.0,5,18.38
2025-10-31,1142,48.0,9,30.34
2025-10-31,1293,32.0,1,125.82
2025-10-31,1604,24.0,5,71.09
2025-10-31,1962,23.0,7,124.09
2025-10-31,1016,38.0,1,42.71
2025-10-31,1785,26.0,5,112.93
2025-10-31,1565,19.0,4,94.33
2025-10-31,1150,19.0,8,75.01
2025-10-31,1166,3.0,4,20.66
2025-10-31,1316,28.0,2,132.47
2025-10-31,1610,13.0,4,64.25
2025-10-31,1833,4.0,5,117.75
2025-10-31,1640,33.0,3,72.91
