fecha,id_cliente,id_producto,unidades,precio_unitario
2025-10-30,1914,20.0,3,144.65
2025-10-30,1016,18.0,6,105.32
2025-10-30,1161,12.0,6,129.07
2025-10-30,1165,2.0,8,27.22
2025-10-30,1687,9.0,5,103.47
2025-10-30,1034,16.0,6,128.08
2025-10-30,1102,1.0,2,100.98
2025-10-30,1576,22.0,8,140.1
2025-10-30,1138,41.0,4,83.37
2025-10-30,1870,42.0,1,76.95
2025-10-30,1669,10.0,1,131.79
2025-10-30,1969,44.0,1,33.21
2025-10-30,1987,10.0,3,128.75
2025-10-30,1672,43.0,1,14.45
2025-10-30,1802,9.0,5,53.39
2025-10-30,1326,28.0,4,51.61
2025-10-30,1384,12.0,6,39.41
2025-10-30,1672,10.0,7,122.05
2025-10-30,1044,16.0,7,80.29
2025-10-30,1051,29.0,8,96.39
2025-10-30,1248,39.0,2,52.22
2025-10-30,1912,44.0,7,79.51
2025-10-30,1140,36.0,9,11.19
2025-10-30,1688,8.0,9,22.84
2025-10-30,1106,22.0,5,103.48
2025-10-30,1202,5.0,3,139.83
2025-10-30,1452,28.0,3,75.42
2025-10-30,1690,8.0,7,32.17
2025-10-30,1269,9.0,1,114.42
2025-10-30,1457,25.0,8,145.42
2025-10-30,1284,27.0,7,100.4
2025-10-30,1451,7.0,3,26.75
2025-10-30,1225,2.0,6,50.28
2025-10-30,1433,14.0,8,121.81
2025-10-30,1276,33.0,2,112.69
2025-10-30,1913,1.0,6,86.72
2025-10-30,1531,42.0,6,47.09
2025-10-30,1045,39.0,6,8.78
2025-10-30,1168,13.0,6,30.47
2025-10-30,1378,36.0,3,103.22
2025-10-30,1703,39.0,3,122.52
2025-10-30,1230,47.0,-5,50.36
2025-10-30,1938,23.0,6,130.11
2025-10-30,1889,16.0,1,27.83
2025-10-30,1111,49.0,1,121.73
2025-10-30,1019,14.0,6,79.76
2025-10-30,1506,30.0,5,76.21
2025-10-30,1716,39.0,6,130.84
2025-10-30,1413,28.0,5,12.18
2025-10-30,1554,20.0,9,97.71
2025-10-30,1384,25.0,3,113.55
2025-10-30,1216,33.0,6,60.4
2025-10-30,1757,34.0,2,92.69
2025-10-30,1053,30.0,8,47.78
2025-10-30,1888,4.0,8,129.75
2025-10-30,1793,2.0,3,41.01
2025-10-30,1524,21.0,2,99.62
2025-10-30,1727,10.0,4,75.17
2025-10-30,1505,18.0,3,83.5
2025-10-30,-1,10.0,9,7.83
2025-10-30,1144,32.0,8,37.11
2025-10-30,1827,4.0,4,10.48
2025-10-30,1319,49.0,7,30.88
2025-10-30,1195,19.0,7,113.43
2025-10-30,1587,1.0,3,29.64
2025-10-30,1122,4.0,2,64.67
2025-10-30,1100,19.0,1,147.21
2025-10-30,1447,,2,
2025-10-30,1750,33.0,9,19.4
2025-10-30,1362,4.0,1,11.5
2025-10-30,1946,41.0,5,91.55
2025-10-30,1283,45.0,8,91.88
2025-10-30,1065,35.0,4,134.99
2025-10-30,1009,36.0,3,99.29
2025-10-30,1373,17.0,9,36.34
2025-10-30,1581,42.0,5,144.39
2025-10-30,1731,46.0,8,136.36
2025-10-30,1741,37.0,2,106.15
2025-10-30,1647,7.0,7,117.67
2025-10-30,1893,20.0,4,129.92
2025-10-30,1970,22.0,8,141.24
2025-10-30,1323,31.0,6,27.19
2025-10-30,1249,3.0,3,115.88
2025-10-30,1040,12.0,2,135.73
2025-10-30,1716,45.0,3,71.4
2025-10-30,1574,34.0,8,14.88
2025-10-30,1958,19.0,8,83.4
2025-10-30,1905,38.0,2,40.15
2025-10-30,1416,33.0,6,138.38
2025-10-30,1317,38.0,9,55.32
2025-10-30,1069,37.0,2,59.74
2025-10-30,1520,38.0,6,148.02
2025-10-30,1979,25.0,6,26.03
2025-10-30,1874,30.0,4,84.15
2025-10-30,1055,22.0,7,131.69
2025-10-30,1703,18.0,6,57.24
2025-10-30,1932,17.0,2,76.0
2025-10-30,1932,30.0,1,38.75
2025-10-30,1734,25.0,1,56.08
2025-10-30,1941,14.0,7,56.45
2025-10-30,1473,5.0,4,115.03
2025-10-30,1983,24.0,2,64.84
2025-10-30,1693,45.0,4,91.47
2025-10-30,1641,40.0,9,65.05
2025-10-30,1259,10.0,1,107.55
2025-10-30,1739,11.0,7,99.18
2025-10-30,1978,20.0,5,89.27
2025-10-30,1418,39.0,4,116.96
2025-10-30,1315,29.0,3,77.56
2025-10-30,1459,40.0,2,56.0
2025-10-30,1663,16.0,5,23.41
2025-10-30,1435,9.0,7,31.44
2025-10-30,1366,28.0,5,-55.32
2025-10-30,1330,9.0,6,54.73
2025-10-30,1484,18.0,2,112.3
2025-10-30,1104,46.0,6,121.39
2025-10-30,1240,8.0,9,105.48
2025-10-30,1097,32.0,8,78.63
2025-10-30,1656,28.0,6,45.85
2025-10-30,1879,21.0,3,49.12
2025-10-30,-1,16.0,5,11.44
2025-10-30,1131,20.0,7,23.21
2025-10-30,1247,48.0,7,62.44
2025-10-30,1938,25.0,8,103.18
2025-10-30,1384,27.0,1,31.18
2025-10-30,1375,13.0,8,119.68
2025-10-30,1831,,5,
2025-10-30,1384,26.0,9,54.02
2025-10-30,1564,4.0,7,7.34
2025-10-30,1292,25.0,3,16.59
2025-10-30,1919,25.0,2,30.52
2025-10-30,1481,45.0,5,112.41
2025-10-30,1392,28.0,9,19.93
2025-10-30,1122,18.0,7,82.0
2025-10-30,1571,17.0,1,40.43
2025-10-30,1748,26.0,8,14.77
2025-10-30,1859,4.0,5,136.98
2025-10-30,1499,8.0,5,79.95
2025-10-30,1080,3.0,5,132.2
2025-10-30,1282,38.0,9,131.46
2025-10-30,1789,35.0,7,6.74
2025-10-30,1660,46.0,1,28.18
2025-10-30,1771,19.0,9,33.72
