fecha,id_cliente,id_producto,unidades,precio_unitario
2025-10-11,1045,13.0,7,78.29
2025-10-11,1935,47.0,3,81.67
2025-10-11,1472,21.0,8,6.87
2025-10-11,1206,17.0,9,134.24
2025-10-11,1653,40.0,3,76.57
2025-10-11,1975,3.0,7,25.76
2025-10-11,1273,9.0,9,61.09
2025-10-11,1266,21.0,2,72.22
2025-10-11,1786,16.0,8,117.24
2025-10-11,1769,27.0,9,100.6
2025-10-11,1037,1.0,8,123.93
2025-10-11,1173,47.0,6,70.42
2025-10-11,99999,48.0,5,67.67
2025-10-11,1490,30.0,2,108.63
2025-10-11,1780,39.0,6,149.62
2025-10-11,1920,44.0,3,111.9
2025-10-11,1359,4.0,7,24.11
2025-10-11,1658,45.0,5,12.09
2025-10-11,1377,29.0,4,27.87
2025-10-11,1727,44.0,2,107.13
2025-10-11,1294,13.0,4,80.47
2025-10-11,1834,31.0,9,7.28
2025-10-11,1914,29.0,7,21.12
2025-10-11,1632,7.0,6,17.29
2025-10-11,1861,28.0,6,147.24
2025-10-11,1863,41.0,8,98.03
2025-10-11,1685,11.0,2,37.86
2025-10-11,1854,5.0,3,56.43
2025-10-11,1682,14.0,2,93.15
2025-10-11,1479,22.0,5,12.48
2025-10-11,1578,5.0,7,17.21
2025-10-11,1536,20.0,7,57.63
2025-10-11,1827,23.0,3,76.38
2025-10-11,1425,34.0,5,72.87
2025-10-11,1068,2.0,2,77.83
2025-10-11,1354,13.0,1,66.64
2025-10-11,1761,5.0,8,34.46
2025-10-11,1634,1.0,8,89.69
2025-10-11,1183,4.0,5,6.88
2025-10-11,1045,15.0,8,96.53
2025-10-11,1090,37.0,5,61.66
2025-10-11,1535,39.0,8,59.7
2025-10-11,1484,48.0,4,40.2
2025-10-11,1913,20.0,8,125.25
2025-10-11,1757,22.0,4,61.04
2025-10-11,1146,48.0,2,73.32
2025-10-11,1996,,6,
2025-10-11,1278,4.0,1,117.27
2025-10-11,1572,13.0,9,129.14
2025-10-11,1979,19.0,5,56.97
2025-10-11,1528,8.0,4,142.64
2025-10-11,1136,10.0,6,145.74
2025-10-11,1899,33.0,8,118.24
2025-10-11,1231,10.0,9,42.78
2025-10-11,1913,48.0,4,103.44
2025-10-11,1431,1.0,3,9.37
2025-10-11,1972,29.0,6,35.78
2025-10-11,1777,24.0,3,66.84
2025-10-11,1357,46.0,6,77.41
2025-10-11,1684,15.0,8,95.54
2025-10-11,1593,10.0,8,88.45
2025-10-11,1649,11.0,2,116.16
2025-10-11,1805,34.0,2,138.34
2025-10-11,1133,35.0,8,65.2
2025-10-11,1825,35.0,8,93.64
2025-10-11,1825,24.0,3,70.28
2025-10-11,1448,46.0,4,72.52
2025-10-11,1163,1.0,4,144.31
2025-10-11,1573,30.0,5,45.41
2025-10-11,1635,45.0,8,116.31
2025-10-11,1869,21.0,6,118.4
2025-10-11,1184,41.0,7,45.34
2025-10-11,1613,20.0,7,129.05
2025-10-11,1064,6.0,7,108.5
2025-10-11,1023,33.0,6,81.98
2025-10-11,1445,6.0,4,133.27
2025-10-11,1290,36.0,6,98.65
2025-10-11,1696,37.0,0,52.16
2025-10-11,1701,23.0,4,36.56
2025-10-11,1124,34.0,8,-103.79
2025-10-11,1694,3.0,1,141.0
2025-10-11,1541,28.0,4,77.77
2025-10-11,1950,23.0,8,72.39
2025-10-11,1239,24.0,4,76.19
2025-10-11,1250,10.0,4,133.71
2025-10-11,1130,38.0,6,18.31
2025-10-11,1786,24.0,6,42.87
2025-10-11,1438,6.0,3,109.51
2025-10-11,1578,26.0,8,47.62
2025-10-11,1905,30.0,3,44.02
2025-10-11,1689,46.0,2,114.84
2025-10-11,1364,1.0,3,74.37
2025-10-11,1871,43.0,6,125.34
2025-10-11,1450,18.0,2,46.87
2025-10-11,1551,11.0,2,20.61
2025-10-11,1313,44.0,3,38.54
2025-10-11,1036,38.0,8,148.84
2025-10-11,1298,36.0,5,39.41
2025-10-11,1480,15.0,6,73.62
2025-10-11,1741,49.0,3,5.14
2025-10-11,1514,7.0,8,134.04
2025-10-11,1679,45.0,1,46.5
2025-10-11,1581,2.0,5,140.81
2025-10-11,1707,7.0,8,109.2
2025-10-11,1626,31.0,9,38.23
2025-10-11,1684,31.0,6,78.18
2025-10-11,1074,44.0,9,8.3
2025-10-11,1953,19.0,5,91.75
2025-10-11,1180,23.0,4,53.4
2025-10-11,1346,10.0,7,104.53
2025-10-11,1577,49.0,6,50.2
2025-10-11,1345,3.0,6,91.04
2025-10-11,1661,13.0,2,38.56
2025-10-11,1622,3.0,6,66.89
2025-10-11,1755,30.0,1,34.63
2025-10-11,1570,30.0,3,40.85
2025-10-11,1203,43.0,7,73.63
2025-10-11,1286,11.0,1,125.8
2025-10-11,1776,28.0,4,110.2
2025-10-11,1321,16.0,7,116.99
2025-10-11,1953,32.0,2,105.35
2025-10-11,1405,37.0,2,36.5
2025-10-11,1313,33.0,9,43.79
2025-10-11,1362,15.0,5,90.97
2025-10-11,1109,13.0,4,85.52
2025-10-11,1161,12.0,4,35.78
2025-10-11,1343,39.0,2,113.44
2025-10-11,1070,27.0,3,25.15
2025-10-11,1627,3.0,7,77.1
2025-10-11,1507,21.0,9,125.57
2025-10-11,1325,24.0,5,125.55
2025-10-11,1025,43.0,1,31.91
2025-10-11,1672,33.0,7,23.67
2025-10-11,1575,33.0,5,31.49
2025-10-11,1598,1.0,6,120.88
2025-10-11,1881,16.0,1,42.44
2025-10-11,1598,41.0,4,44.02
2025-10-11,1067,35.0,1,135.34
2025-10-11,1609,33.0,8,13.75
2025-10-11,1320,49.0,3,126.21
2025-10-11,1539,48.0,6,54.91
2025-10-11,1421,11.0,9,135.76
2025-10-11,1380,24.0,3,129.2
2025-10-11,1160,15.0,3,43.45
2025-10-11,1152,42.0,5,89.71
2025-10-11,1095,30.0,5,71.17
2025-10-11,1462,39.0,2,83.81
2025-10-11,1813,33.0,9,136.79
2025-10-11,1523,9.0,6,128.34
2025-10-11,1398,1.0,2,73.29
2025-10-11,1283,21.0,4,135.7
2025-10-11,1987,33.0,8,45.79
2025-10-11,1182,7.0,2,54.71
2025-10-11,1305,27.0,0,144.66
2025-10-11,1380,10.0,6,119.23
2025-10-11,1317,12.0,9,8.32
2025-10-11,1732,30.0,3,-142.05
2025-10-11,1817,35.0,1,143.75
2025-10-11,1245,10.0,6,131.21
2025-10-11,1676,20.0,9,121.83
2025-10-11,1921,29.0,2,123.33
2025-10-11,1129,45.0,2,113.16
2025-10-11,1674,12.0,7,83.82
2025-10-11,1243,22.0,3,95.64
2025-10-11,1077,38.0,9,95.23
2025-10-11,1192,44.0,5,92.87
2025-10-11,1620,22.0,9,36.48
2025-10-11,1495,22.0,8,56.33
2025-10-11,1214,34.0,7,102.36
2025-10-11,1030,23.0,2,87.59
2025-10-11,1223,46.0,9,96.31
2025-10-11,1855,1.0,1,117.24
2025-10-11,1375,32.0,2,7.8
2025-10-11,1216,10.0,3,140.27
2025-10-11,1156,32.0,7,107.86
2025-10-11,1256,12.0,8,67.79
2025-10-11,1096,6.0,1,74.32
2025-10-11,1453,25.0,4,58.86
2025-10-11,1243,28.0,5,11.52
2025-10-11,1298,22.0,9,114.28
2025-10-11,1567,12.0,3,99.63
2025-10-11,1480,5.0,9,95.21
2025-10-11,1183,29.0,5,125.12
2025-10-11,1932,20.0,1,114.18
2025-10-11,1036,22.0,1,36.69
2025-10-11,1696,23.0,5,24.22
2025-10-11,1125,30.0,3,96.8
2025-10-11,1425,32.0,7,105.22
2025-10-11,1629,,8,
2025-10-11,1917,3.0,7,90.93
2025-10-11,1794,5.0,1,68.59
2025-10-11,-1,9.0,3,63.2
2025-10-11,1626,14.0,9,34.53
2025-10-11,1108,6.0,2,36.99
2025-10-11,1928,39.0,4,71.57
2025-10-11,1796,36.0,9,64.66
2025-10-11,1180,24.0,6,80.09
2025-10-11,1745,45.0,4,135.81
2025-10-11,1334,35.0,6,146.65
