fecha,id_cliente,id_producto,unidades,precio_unitario
2025-10-23,1245,26.0,9,123.07
2025-10-23,1614,34.0,4,107.78
2025-10-23,1223,20.0,9,122.87
2025-10-23,1424,40.0,9,89.16
2025-10-23,1340,3.0,8,115.78
2025-10-23,1320,21.0,4,79.78
2025-10-23,1266,32.0,4,75.36
2025-10-23,1226,17.0,9,60.85
2025-10-23,1824,21.0,3,38.62
2025-10-23,1731,3.0,4,43.17
2025-10-23,1178,46.0,4,53.45
2025-10-23,1369,9.0,6,58.79
2025-10-23,1116,36.0,7,96.62
2025-10-23,1785,11.0,7,103.07
2025-10-23,1349,15.0,8,57.83
2025-10-23,1589,6.0,7,122.16
2025-10-23,1865,30.0,2,5.34
2025-10-23,1326,25.0,3,98.04
2025-10-23,1288,19.0,8,125.85
2025-10-23,1074,9.0,5,94.77
2025-10-23,1937,33.0,3,110.72
2025-10-23,1834,44.0,7,136.62
2025-10-23,1948,44.0,9,51.14
2025-10-23,1656,4.0,3,13.77
2025-10-23,1467,16.0,7,62.6
2025-10-23,1980,44.0,1,79.26
2025-10-23,1476,17.0,3,32.65
2025-10-23,1293,5.0,5,124.99
2025-10-23,1869,17.0,6,100.23
2025-10-23,1350,47.0,2,126.06
2025-10-23,1795,2.0,6,6.07
2025-10-23,1178,6.0,7,107.06
2025-10-23,1506,8.0,6,22.0
2025-10-23,1195,4.0,1,52.82
2025-10-23,99999,33.0,1,97.37
2025-10-23,1793,14.0,-5,96.71
2025-10-23,1433,18.0,5,58.79
2025-10-23,1088,35.0,1,94.89
2025-10-23,1753,31.0,8,30.76
2025-10-23,1883,,8,
2025-10-23,1229,3.0,1,9.81
2025-10-23,1178,24.0,9,50.89
2025-10-23,1748,23.0,7,80.01
2025-10-23,1553,25.0,8,98.65
2025-10-23,1678,36.0,1,18.47
2025-10-23,1335,30.0,5,118.84
2025-10-23,1270,25.0,2,143.39
2025-10-23,1196,23.0,7,59.71
2025-10-23,1408,10.0,9,11.83
2025-10-23,1154,21.0,2,123.07
2025-10-23,1728,26.0,6,90.58
2025-10-23,1516,40.0,6,12.72
2025-10-23,1740,1.0,7,-10.09
2025-10-23,1026,41.0,1,98.13
2025-10-23,1480,6.0,8,49.16
2025-10-23,1031,12.0,3,19.17
2025-10-23,1387,2.0,2,90.5
2025-10-23,1578,7.0,7,10.79
2025-10-23,1815,16.0,7,8.12
2025-10-23,1711,28.0,5,103.97
2025-10-23,1642,28.0,2,99.23
2025-10-23,1248,27.0,7,99.6
2025-10-23,1119,4.0,8,129.77
2025-10-23,1849,17.0,7,93.1
2025-10-23,1096,7.0,3,92.3
2025-10-23,1004,27.0,6,130.34
2025-10-23,1386,29.0,1,115.6
2025-10-23,1478,3.0,5,123.84
2025-10-23,1338,20.0,7,126.75
2025-10-23,1927,43.0,7,36.1
2025-10-23,1798,44.0,8,136.26
2025-10-23,1346,40.0,8,98.06
2025-10-23,1037,36.0,4,8.74
2025-10-23,1423,23.0,2,146.64
2025-10-23,1890,30.0,4,95.89
2025-10-23,1957,1.0,5,26.39
2025-10-23,1929,31.0,7,85.85
2025-10-23,1101,19.0,8,18.56
2025-10-23,1305,23.0,9,108.48
2025-10-23,1482,24.0,2,38.28
2025-10-23,1194,33.0,3,53.13
2025-10-23,1037,48.0,7,43.94
2025-10-23,1930,48.0,7,85.92
2025-10-23,1554,21.0,9,29.97
2025-10-23,1207,22.0,1,48.71
2025-10-23,1806,41.0,8,66.68
2025-10-23,1998,38.0,3,140.98
2025-10-23,1206,30.0,3,16.18
2025-10-23,1696,7.0,9,27.0
2025-10-23,1373,3.0,1,128.93
2025-10-23,1011,28.0,3,61.64
2025-10-23,1203,12.0,5,64.64
2025-10-23,1556,26.0,4,27.59
2025-10-23,1351,9.0,2,82.01
2025-10-23,1936,3.0,3,53.27
2025-10-23,1898,4.0,8,64.2
2025-10-23,1277,21.0,6,77.57
2025-10-23,1572,49.0,2,86.0
2025-10-23,1530,12.0,5,131.45
2025-10-23,1190,10.0,6,72.77
2025-10-23,1085,15.0,4,14.29
2025-10-23,1352,22.0,8,135.15
2025-10-23,1833,9.0,9,36.58
2025-10-23,1416,38.0,9,62.8
2025-10-23,1326,27.0,4,70.9
2025-10-23,1896,12.0,3,92.54
2025-10-23,1890,24.0,4,61.95
2025-10-23,1154,33.0,3,138.62
2025-10-23,1077,21.0,7,141.08
2025-10-23,1233,7.0,4,52.71
2025-10-23,1716,49.0,8,62.05
2025-10-23,1064,18.0,7,63.96
2025-10-23,1072,40.0,2,28.68
2025-10-23,1702,18.0,2,16.94
2025-10-23,1016,30.0,3,72.44
2025-10-23,1042,33.0,4,9.09
2025-10-23,1290,37.0,8,70.21
2025-10-23,1591,11.0,3,138.59
2025-10-23,1805,34.0,4,129.25
2025-10-23,1770,29.0,5,68.1
2025-10-23,1852,22.0,7,149.79
2025-10-23,1042,29.0,9,118.51
2025-10-23,1532,9.0,3,27.33
2025-10-23,1819,43.0,3,18.18
2025-10-23,1689,14.0,4,24.77
2025-10-23,1616,20.0,7,108.68
2025-10-23,1693,18.0,3,74.4
2025-10-23,1117,39.0,2,94.06
2025-10-23,1158,35.0,5,105.62
2025-10-23,1352,38.0,1,44.36
2025-10-23,1637,47.0,3,98.33
2025-10-23,1231,39.0,8,84.6
2025-10-23,1402,26.0,2,109.2
2025-10-23,1873,27.0,3,76.82
2025-10-23,1396,20.0,4,6.45
2025-10-23,1399,45.0,7,93.57
2025-10-23,1247,7.0,9,6.02
2025-10-23,1856,48.0,7,94.04
2025-10-23,1891,25.0,3,121.23
2025-10-23,1216,17.0,3,95.39
2025-10-23,1806,8.0,9,104.74
2025-10-23,1810,2.0,4,108.27
