fecha,id_cliente,id_producto,unidades,precio_unitario
2025-10-29,1556,21.0,5,45.78
2025-10-29,1112,6.0,2,102.28
2025-10-29,1064,9.0,6,8.39
2025-10-29,1176,26.0,3,55.57
2025-10-29,1543,39.0,1,107.75
2025-10-29,1290,45.0,6,10.58
2025-10-29,1456,34.0,8,87.14
2025-10-29,1276,29.0,8,32.07
2025-10-29,1999,4.0,8,121.83
2025-10-29,1134,33.0,3,70.88
2025-10-29,1618,33.0,1,23.41
2025-10-29,1692,25.0,3,116.68
2025-10-29,1646,26.0,5,99.65
2025-10-29,1918,27.0,1,129.36
2025-10-29,1593,15.0,6,59.6
2025-10-29,1270,35.0,7,121.23
2025-10-29,1766,8.0,5,102.62
2025-10-29,1305,4.0,5,105.16
2025-10-29,1977,21.0,2,25.77
2025-10-29,1068,49.0,4,124.92
2025-10-29,1266,4.0,3,92.35
2025-10-29,1694,9.0,8,63.33
2025-10-29,1186,16.0,9,83.94
2025-10-29,1785,31.0,6,122.17
2025-10-29,1122,17.0,7,142.12
2025-10-29,1762,27.0,1,107.49
2025-10-29,1824,17.0,4,148.85
2025-10-29,1367,48.0,4,18.02
2025-10-29,1506,21.0,7,63.66
2025-10-29,1166,38.0,1,123.36
2025-10-29,1079,11.0,4,52.68
2025-10-29,1685,26.0,2,98.99
2025-10-29,1455,10.0,8,66.05
2025-10-29,1506,39.0,1,73.15
2025-10-29,1052,,2,
2025-10-29,1283,43.0,8,116.04
2025-10-29,1717,12.0,2,57.6
2025-10-29,1678,7.0,2,47.13
2025-10-29,1319,13.0,2,111.74
2025-10-29,1957,31.0,8,143.05
2025-10-29,1923,10.0,9,91.26
2025-10-29,1635,14.0,6,128.27
2025-10-29,1328,39.0,2,120.31
2025-10-29,1579,1.0,2,94.55
2025-10-29,1391,14.0,4,85.92
2025-10-29,1929,27.0,7,39.57
2025-10-29,1471,3.0,9,78.82
2025-10-29,1915,23.0,5,49.49
2025-10-29,1940,12.0,5,67.85
2025-10-29,1537,26.0,4,129.84
2025-10-29,1910,2.0,9,46.52
2025-10-29,1418,45.0,9,112.83
2025-10-29,1936,37.0,1,143.62
2025-10-29,1349,25.0,8,56.92
2025-10-29,1660,46.0,8,73.95
2025-10-29,1194,9.0,8,114.72
2025-10-29,1990,18.0,9,29.64
2025-10-29,1676,24.0,4,145.79
2025-10-29,1326,35.0,2,119.99
2025-10-29,1101,2.0,1,130.21
2025-10-29,1775,13.0,6,108.37
2025-10-29,1415,6.0,5,136.19
2025-10-29,1953,12.0,7,34.9
2025-10-29,1823,30.0,2,145.59
2025-10-29,1554,25.0,3,24.88
2025-10-29,1103,18.0,1,33.66
2025-10-29,1908,40.0,3,75.57
2025-10-29,1927,45.0,7,15.71
2025-10-29,1107,36.0,2,70.19
2025-10-29,1407,14.0,8,116.82
2025-10-29,1451,37.0,4,59.72
2025-10-29,1914,44.0,4,14.66
2025-10-29,1530,40.0,8,57.49
2025-10-29,1267,13.0,7,38.32
2025-10-29,1760,24.0,5,61.99
2025-10-29,1905,12.0,6,57.84
2025-10-29,1513,20.0,2,16.68
2025-10-29,1175,18.0,3,69.43
2025-10-29,1803,25.0,2,149.03
2025-10-29,1619,25.0,5,111.93
2025-10-29,1647,8.0,4,94.57
2025-10-29,1336,40.0,1,116.51
2025-10-29,1011,33.0,5,32.18
2025-10-29,1164,19.0,4,108.67
2025-10-29,1131,47.0,6,86.16
2025-10-29,1476,44.0,8,85.52
2025-10-29,1966,18.0,3,120.15
2025-10-29,1034,47.0,7,127.3
2025-10-29,1817,11.0,8,94.67
2025-10-29,1913,14.0,9,101.54
2025-10-29,1744,46.0,3,118.19
2025-10-29,1489,26.0,2,136.78
2025-10-29,1883,20.0,7,137.09
2025-10-29,1991,32.0,3,88.81
2025-10-29,1332,12.0,3,24.24
2025-10-29,1901,7.0,4,24.74
2025-10-29,1043,9.0,7,35.1
2025-10-29,1424,8.0,2,13.98
2025-10-29,1009,11.0,2,85.63
2025-10-29,1548,8.0,8,73.11
2025-10-29,1972,3.0,9,111.61
2025-10-29,1044,8.0,8,126.71
2025-10-29,1207,25.0,1,73.82
2025-10-29,1111,44.0,1,118.98
2025-10-29,1915,25.0,3,33.1
2025-10-29,1024,30.0,1,107.39
2025-10-29,1509,48.0,6,52.04
2025-10-29,1806,48.0,5,72.98
2025-10-29,1545,27.0,9,135.96
2025-10-29,1083,2.0,0,82.1
2025-10-29,1043,6.0,-5,142.68
2025-10-29,1950,9.0,9,93.37
