fecha,id_cliente,id_producto,unidades,precio_unitario
2025-11-05,1615,34.0,5,47.63
2025-11-05,1778,4.0,7,21.01
2025-11-05,1185,37.0,9,87.5
2025-11-05,1405,3.0,0,68.73
2025-11-05,1336,16.0,9,63.16
2025-11-05,1416,46.0,2,113.67
2025-11-05,1543,40.0,7,6.35
2025-11-05,1020,34.0,2,18.89
2025-11-05,1638,19.0,1,33.25
2025-11-05,1613,29.0,1,145.28
2025-11-05,1870,39.0,2,115.2
2025-11-05,1746,29.0,1,77.32
2025-11-05,1461,30.0,4,41.66
2025-11-05,1463,27.0,3,119.88
2025-11-05,1018,14.0,3,141.71
2025-11-05,1965,9.0,6,43.44
2025-11-05,1767,,1,
2025-11-05,1545,3.0,4,21.69
2025-11-05,1671,35.0,8,140.13
2025-11-05,1137,18.0,7,11.78
2025-11-05,1006,2.0,2,106.05
2025-11-05,1992,16.0,9,117.78
2025-11-05,1199,15.0,8,9.51
2025-11-05,1689,3.0,2,138.61
2025-11-05,1244,19.0,6,66.14
2025-11-05,1757,41.0,8,139.71
2025-11-05,1375,8.0,9,73.5
2025-11-05,1878,44.0,4,5.83
2025-11-05,1677,41.0,9,59.93
2025-11-05,1068,24.0,8,19.39
2025-11-05,1111,40.0,6,82.4
2025-11-05,1179,3.0,4,53.6
2025-11-05,1504,11.0,9,90.67
2025-11-05,1520,12.0,7,123.91
2025-11-05,1760,42.0,7,62.85
2025-11-05,1933,35.0,3,102.34
2025-11-05,1825,16.0,1,135.86
2025-11-05,1455,25.0,1,21.14
2025-11-05,1254,34.0,7,30.6
2025-11-05,1157,32.0,6,118.1
2025-11-05,1674,33.0,2,90.1
2025-11-05,1159,13.0,1,17.63
2025-11-05,99999,38.0,9,46.17
2025-11-05,1519,10.0,8,96.32
2025-11-05,1565,2.0,7,78.25
2025-11-05,1884,36.0,2,107.51
2025-11-05,1956,29.0,4,59.49
2025-11-05,1870,1.0,1,114.71
2025-11-05,1244,47.0,5,134.61
2025-11-05,1212,38.0,4,20.46
2025-11-05,1342,27.0,9,29.38
2025-11-05,1173,44.0,2,88.43
2025-11-05,1672,43.0,7,93.6
2025-11-05,1766,32.0,8,98.47
2025-11-05,1153,14.0,1,115.96
2025-11-05,1779,8.0,8,54.87
2025-11-05,1049,18.0,3,17.1
2025-11-05,1896,16.0,9,134.37
2025-11-05,1513,24.0,7,29.77
2025-11-05,1591,16.0,3,111.63
2025-11-05,1465,36.0,7,14.97
2025-11-05,1725,3.0,8,72.84
2025-11-05,1987,23.0,2,119.32
2025-11-05,1278,16.0,8,121.11
2025-11-05,1975,4.0,5,48.31
2025-11-05,1445,31.0,9,126.33
2025-11-05,1808,29.0,6,62.29
2025-11-05,1765,9.0,1,94.73
2025-11-05,1536,34.0,3,47.65
2025-11-05,1192,49.0,8,106.84
2025-11-05,1317,9.0,7,46.11
2025-11-05,1204,1.0,8,48.37
2025-11-05,1884,39.0,7,113.22
2025-11-05,1122,29.0,9,99.35
2025-11-05,1014,48.0,3,30.95
2025-11-05,1566,23.0,5,136.46
2025-11-05,1876,7.0,8,23.17
2025-11-05,1118,38.0,1,138.01
2025-11-05,1795,34.0,8,130.07
2025-11-05,1683,,6,
2025-11-05,1806,49.0,2,135.28
2025-11-05,1018,1.0,3,41.58
2025-11-05,1935,17.0,1,42.55
2025-11-05,1355,26.0,4,71.9
2025-11-05,1254,32.0,8,117.7
2025-11-05,1778,6.0,8,117.41
2025-11-05,1848,6.0,9,92.64
2025-11-05,1095,17.0,8,69.75
2025-11-05,1633,26.0,7,24.5
2025-11-05,1473,4.0,4,138.64
2025-11-05,1465,37.0,4,144.66
2025-11-05,1121,17.0,9,118.46
2025-11-05,1423,38.0,8,64.68
2025-11-05,1401,43.0,7,130.86
2025-11-05,1606,5.0,3,71.15
2025-11-05,1969,3.0,8,80.65
2025-11-05,1290,33.0,6,14.24
2025-11-05,1331,8.0,6,18.45
2025-11-05,1582,21.0,9,64.38
2025-11-05,1700,9.0,9,67.08
2025-11-05,1980,9.0,2,14.91
2025-11-05,1728,22.0,7,127.56
2025-11-05,1134,2.0,3,110.96
2025-11-05,1559,8.0,3,107.02
2025-11-05,1229,43.0,1,-8.1
2025-11-05,1712,23.0,9,71.49
